employee code,   year, month,  day,  hour, mint,machine, status 
18,2022,5,10,14,7,1,1
6,2022,5,10,14,10,1,2
46,2022,5,10,14,11,1,1
37,2022,5,10,14,11,1,1
80,2022,5,10,14,12,1,2
58,2022,5,10,14,13,1,2
88,2022,5,10,14,14,1,1
73,2022,5,10,14,17,1,1
53,2022,5,10,14,18,1,2
35,2022,5,10,14,25,1,1
61,2022,5,10,14,25,1,2
72,2022,5,10,14,33,1,1
41,2022,5,10,14,40,1,2
55,2022,5,10,14,46,1,2
34,2022,5,10,14,55,1,1
16,2022,5,10,14,59,1,2
17,2022,5,10,15,17,1,2
87,2022,5,10,15,22,1,1
57,2022,5,10,15,27,1,1
31,2022,5,10,15,35,1,1
32,2022,5,10,16,9,1,1
39,2022,5,10,17,2,1,1
38,2022,5,10,17,2,1,2
89,2022,5,10,17,19,1,1
71,2022,5,10,17,57,1,1
24,2022,5,10,18,3,1,1
12,2022,5,10,18,4,1,2
15,2022,5,10,19,28,1,2
86,2022,5,10,19,53,1,1
26,2022,5,10,19,55,1,1
52,2022,5,10,19,57,1,1
49,2022,5,10,19,59,1,1
68,2022,5,10,19,59,1,2
76,2022,5,10,19,59,1,1
75,2022,5,10,20,1,1,1
82,2022,5,10,20,2,1,1
50,2022,5,10,20,2,1,1
93,2022,5,10,20,2,1,2
83,2022,5,10,20,2,1,2
7,2022,5,10,20,5,1,1
3,2022,5,10,20,6,1,2
74,2022,5,10,20,6,1,2
51,2022,5,10,20,9,1,2
91,2022,5,10,20,11,1,1
77,2022,5,10,20,11,1,2
37,2022,5,10,20,12,1,2
9,2022,5,10,20,14,1,2
18,2022,5,10,20,14,1,2
88,2022,5,10,20,15,1,2
42,2022,5,10,20,19,1,2
45,2022,5,10,20,19,1,2
46,2022,5,10,20,19,1,2
85,2022,5,10,20,19,1,1
87,2022,5,10,20,23,1,2
78,2022,5,10,20,40,1,2
21,2022,5,10,20,49,1,1
69,2022,5,10,20,56,1,2
29,2022,5,10,20,57,1,2
62,2022,5,10,21,2,1,1
28,2022,5,10,21,3,1,2
65,2022,5,10,21,9,1,2
20,2022,5,10,21,26,1,2
14,2022,5,10,21,27,1,2
55,2022,5,10,21,28,1,2
81,2022,5,10,21,32,1,1
72,2022,5,10,21,37,1,2
17,2022,5,10,21,37,1,2
31,2022,5,10,21,46,1,2
32,2022,5,10,21,47,1,2
34,2022,5,10,21,47,1,2
35,2022,5,10,21,48,1,2
22,2022,5,10,21,58,1,2
13,2022,5,10,22,4,1,2
27,2022,5,10,22,55,1,2
47,2022,5,11,7,29,1,1
44,2022,5,11,7,46,1,1
52,2022,5,11,7,47,1,2
59,2022,5,11,7,54,1,1
51,2022,5,11,7,56,1,1
23,2022,5,11,7,56,1,1
86,2022,5,11,7,57,1,2
85,2022,5,11,7,57,1,2
42,2022,5,11,7,57,1,1
60,2022,5,11,7,57,1,1
83,2022,5,11,7,58,1,1
58,2022,5,11,7,58,1,1
50,2022,5,11,7,59,1,2
80,2022,5,11,8,1,1,2
49,2022,5,11,8,3,1,2
73,2022,5,11,8,3,1,1
67,2022,5,11,8,5,1,1
91,2022,5,11,8,5,1,2
53,2022,5,11,8,5,1,1
68,2022,5,11,8,6,1,1
39,2022,5,11,8,8,1,2
41,2022,5,11,8,9,1,1
75,2022,5,11,8,12,1,2
7,2022,5,11,8,14,1,2
40,2022,5,11,8,24,1,2
81,2022,5,11,8,34,1,2
28,2022,5,11,8,43,1,1
56,2022,5,11,8,46,1,1
76,2022,5,11,8,54,1,2
6,2022,5,11,9,4,1,1
65,2022,5,11,9,7,1,1
69,2022,5,11,9,10,1,2
89,2022,5,11,9,11,1,1
14,2022,5,11,9,13,1,1
20,2022,5,11,9,21,1,1
24,2022,5,11,9,43,1,1
27,2022,5,11,9,54,1,1
29,2022,5,11,10,16,1,1
62,2022,5,11,10,21,1,2
12,2022,5,11,10,21,1,1
63,2022,5,11,10,23,1,1
15,2022,5,11,10,35,1,1
16,2022,5,11,10,48,1,1
38,2022,5,11,11,6,1,2
13,2022,5,11,11,9,1,1
71,2022,5,11,11,10,1,1
26,2022,5,11,11,19,1,1
93,2022,5,11,13,41,1,1
80,2022,5,11,13,43,1,2
44,2022,5,11,13,48,1,2
67,2022,5,11,13,51,1,2
60,2022,5,11,13,52,1,1
41,2022,5,11,13,53,1,2
77,2022,5,11,13,55,1,2
18,2022,5,11,13,58,1,1
43,2022,5,11,13,58,1,1
3,2022,5,11,13,58,1,1
51,2022,5,11,13,59,1,2
45,2022,5,11,14,0,1,2
58,2022,5,11,14,5,1,2
9,2022,5,11,14,7,1,1
40,2022,5,11,14,7,1,1
78,2022,5,11,14,10,1,1
88,2022,5,11,14,12,1,1
6,2022,5,11,14,13,1,2
74,2022,5,11,14,14,1,1
16,2022,5,11,14,22,1,2
35,2022,5,11,14,25,1,1
37,2022,5,11,14,39,1,1
23,2022,5,11,14,53,1,2
22,2022,5,11,14,53,1,1
55,2022,5,11,14,56,1,1
72,2022,5,11,14,56,1,1
34,2022,5,11,15,2,1,1
56,2022,5,11,15,8,1,1
32,2022,5,11,15,12,1,1
33,2022,5,11,15,13,1,1
17,2022,5,11,15,21,1,1
57,2022,5,11,15,24,1,1
31,2022,5,11,15,39,1,1
87,2022,5,11,15,45,1,1
39,2022,5,11,16,45,1,1
38,2022,5,11,17,0,1,2
71,2022,5,11,17,56,1,1
24,2022,5,11,18,0,1,1
12,2022,5,11,18,15,1,2
17,2022,5,11,19,32,1,2
8,2022,5,11,19,42,1,1
91,2022,5,11,19,49,1,1
74,2022,5,11,19,51,1,2
15,2022,5,11,19,53,1,2
52,2022,5,11,19,54,1,1
26,2022,5,11,19,55,1,2
3,2022,5,11,19,56,1,2
48,2022,5,11,19,56,1,1
49,2022,5,11,19,56,1,1
83,2022,5,11,19,57,1,2
82,2022,5,11,19,57,1,2
75,2022,5,11,19,58,1,2
86,2022,5,11,19,59,1,1
85,2022,5,11,19,59,1,1
70,2022,5,11,20,1,1,1
11,2022,5,11,20,1,1,1
76,2022,5,11,20,1,1,1
57,2022,5,11,20,5,1,1
53,2022,5,11,20,5,1,2
77,2022,5,11,20,6,1,2
37,2022,5,11,20,7,1,2
50,2022,5,11,20,7,1,1
93,2022,5,11,20,7,1,2
9,2022,5,11,20,8,1,2
81,2022,5,11,20,8,1,2
61,2022,5,11,20,11,1,1
43,2022,5,11,20,13,1,2
59,2022,5,11,20,13,1,2
78,2022,5,11,20,14,1,2
46,2022,5,11,20,14,1,2
88,2022,5,11,20,15,1,2
42,2022,5,11,20,18,1,2
45,2022,5,11,20,18,1,2
69,2022,5,11,20,51,1,2
28,2022,5,11,20,55,1,2
72,2022,5,11,20,57,1,2
55,2022,5,11,20,57,1,2
62,2022,5,11,21,4,1,1
18,2022,5,11,21,5,1,1
29,2022,5,11,21,12,1,2
65,2022,5,11,21,12,1,2
21,2022,5,11,21,12,1,1
35,2022,5,11,21,15,1,2
34,2022,5,11,21,19,1,2
87,2022,5,11,21,19,1,2
33,2022,5,11,21,19,1,2
31,2022,5,11,21,20,1,2
32,2022,5,11,21,21,1,2
20,2022,5,11,21,22,1,2
14,2022,5,11,21,23,1,2
22,2022,5,11,21,58,1,2
13,2022,5,11,22,13,1,2
27,2022,5,11,22,55,1,2
68,2022,5,11,23,13,1,2
82,2022,5,12,7,45,1,2
8,2022,5,12,7,48,1,2
92,2022,5,12,7,50,1,1
51,2022,5,12,7,55,1,1
23,2022,5,12,7,58,1,1
48,2022,5,12,7,58,1,2
85,2022,5,12,8,1,1,2
58,2022,5,12,8,2,1,2
41,2022,5,12,8,2,1,1
59,2022,5,12,8,3,1,1
50,2022,5,12,8,3,1,2
49,2022,5,12,8,3,1,2
68,2022,5,12,8,4,1,1
53,2022,5,12,8,5,1,1
52,2022,5,12,8,6,1,2
83,2022,5,12,8,6,1,1
60,2022,5,12,8,8,1,2
91,2022,5,12,8,8,1,2
73,2022,5,12,8,9,1,1
61,2022,5,12,8,9,1,2
40,2022,5,12,8,9,1,2
75,2022,5,12,8,13,1,2
86,2022,5,12,8,20,1,2
11,2022,5,12,8,23,1,2
93,2022,5,12,8,32,1,1
81,2022,5,12,8,35,1,2
56,2022,5,12,8,54,1,2
65,2022,5,12,8,56,1,1
28,2022,5,12,8,59,1,1
62,2022,5,12,9,3,1,2
89,2022,5,12,9,5,1,1
76,2022,5,12,9,11,1,2
69,2022,5,12,9,15,1,1
20,2022,5,12,9,19,1,1
6,2022,5,12,9,27,1,1
21,2022,5,12,9,50,1,2
27,2022,5,12,9,54,1,1
24,2022,5,12,10,7,1,1
12,2022,5,12,10,30,1,1
63,2022,5,12,10,31,1,1
29,2022,5,12,10,33,1,1
15,2022,5,12,10,42,1,1
16,2022,5,12,10,44,1,1
13,2022,5,12,10,46,1,1
38,2022,5,12,11,7,1,1
71,2022,5,12,11,8,1,1
2,2022,5,12,11,11,1,1
26,2022,5,12,11,22,1,1
74,2022,5,12,13,25,1,1
77,2022,5,12,13,36,1,1
60,2022,5,12,13,53,1,1
78,2022,5,12,13,55,1,1
53,2022,5,12,14,2,1,2
3,2022,5,12,14,2,1,1
43,2022,5,12,14,3,1,1
88,2022,5,12,14,4,1,1
79,2022,5,12,14,4,1,1
40,2022,5,12,14,4,1,1
72,2022,5,12,14,8,1,1
41,2022,5,12,14,8,1,2
18,2022,5,12,14,10,1,1
92,2022,5,12,14,10,1,2
73,2022,5,12,14,11,1,2
9,2022,5,12,14,12,1,1
58,2022,5,12,14,18,1,1
6,2022,5,12,14,19,1,2
35,2022,5,12,14,32,1,1
22,2022,5,12,14,33,1,1
23,2022,5,12,14,55,1,2
34,2022,5,12,14,55,1,1
55,2022,5,12,14,58,1,1
16,2022,5,12,14,59,1,2
56,2022,5,12,15,2,1,2
57,2022,5,12,15,23,1,1
31,2022,5,12,15,23,1,1
17,2022,5,12,15,24,1,1
32,2022,5,12,15,27,1,1
33,2022,5,12,15,29,1,1
39,2022,5,12,16,21,1,1
38,2022,5,12,17,2,1,2
89,2022,5,12,17,3,1,2
24,2022,5,12,17,41,1,2
71,2022,5,12,17,53,1,2
12,2022,5,12,18,9,1,2
15,2022,5,12,19,42,1,2
91,2022,5,12,19,48,1,1
86,2022,5,12,19,54,1,1
26,2022,5,12,19,56,1,2
68,2022,5,12,19,58,1,2
50,2022,5,12,19,58,1,2
85,2022,5,12,19,59,1,1
52,2022,5,12,20,1,1,1
75,2022,5,12,20,3,1,1
61,2022,5,12,20,3,1,1
76,2022,5,12,20,3,1,1
49,2022,5,12,20,4,1,1
59,2022,5,12,20,4,1,2
82,2022,5,12,20,5,1,1
83,2022,5,12,20,5,1,2
66,2022,5,12,20,7,1,2
93,2022,5,12,20,8,1,2
9,2022,5,12,20,9,1,2
7,2022,5,12,20,12,1,1
74,2022,5,12,20,13,1,2
18,2022,5,12,20,13,1,2
11,2022,5,12,20,14,1,1
70,2022,5,12,20,14,1,1
77,2022,5,12,20,15,1,2
57,2022,5,12,20,17,1,2
51,2022,5,12,20,18,1,2
43,2022,5,12,20,18,1,2
46,2022,5,12,20,19,1,2
78,2022,5,12,20,25,1,2
48,2022,5,12,20,25,1,1
88,2022,5,12,20,26,1,2
37,2022,5,12,20,27,1,2
21,2022,5,12,20,48,1,1
69,2022,5,12,20,51,1,2
28,2022,5,12,20,58,1,2
29,2022,5,12,21,0,1,2
55,2022,5,12,21,3,1,2
31,2022,5,12,21,7,1,2
65,2022,5,12,21,7,1,2
35,2022,5,12,21,9,1,1
62,2022,5,12,21,10,1,1
32,2022,5,12,21,12,1,1
87,2022,5,12,21,12,1,2
33,2022,5,12,21,12,1,2
72,2022,5,12,21,16,1,2
14,2022,5,12,21,27,1,2
17,2022,5,12,21,29,1,2
20,2022,5,12,21,34,1,2
81,2022,5,12,21,42,1,2
22,2022,5,12,22,10,1,2
13,2022,5,12,22,13,1,2
27,2022,5,12,22,55,1,2
82,2022,5,13,7,51,1,2
59,2022,5,13,7,51,1,1
92,2022,5,13,7,52,1,1
44,2022,5,13,7,55,1,2
83,2022,5,13,7,56,1,1
52,2022,5,13,7,58,1,2
48,2022,5,13,7,58,1,2
86,2022,5,13,7,59,1,2
50,2022,5,13,8,3,1,2
53,2022,5,13,8,4,1,1
68,2022,5,13,8,4,1,1
93,2022,5,13,8,5,1,1
51,2022,5,13,8,5,1,1
41,2022,5,13,8,5,1,1
91,2022,5,13,8,5,1,2
73,2022,5,13,8,7,1,1
40,2022,5,13,8,7,1,1
60,2022,5,13,8,14,1,2
49,2022,5,13,8,15,1,2
75,2022,5,13,8,15,1,2
61,2022,5,13,8,17,1,2
7,2022,5,13,8,18,1,2
66,2022,5,13,8,18,1,2
11,2022,5,13,8,25,1,2
85,2022,5,13,8,28,1,2
65,2022,5,13,8,50,1,1
56,2022,5,13,8,51,1,1
89,2022,5,13,8,58,1,1
28,2022,5,13,8,59,1,1
76,2022,5,13,9,1,1,2
24,2022,5,13,9,11,1,2
20,2022,5,13,9,12,1,1
14,2022,5,13,9,13,1,1
62,2022,5,13,9,14,1,1
81,2022,5,13,9,15,1,2
69,2022,5,13,9,17,1,2
6,2022,5,13,9,27,1,1
21,2022,5,13,9,58,1,2
27,2022,5,13,9,58,1,2
29,2022,5,13,10,27,1,2
12,2022,5,13,10,31,1,1
63,2022,5,13,10,31,1,1
13,2022,5,13,10,41,1,1
16,2022,5,13,10,49,1,1
71,2022,5,13,10,54,1,1
38,2022,5,13,11,3,1,1
15,2022,5,13,11,8,1,1
74,2022,5,13,13,36,1,1
44,2022,5,13,13,41,1,2
78,2022,5,13,13,47,1,1
67,2022,5,13,13,49,1,2
43,2022,5,13,13,54,1,1
60,2022,5,13,13,55,1,1
42,2022,5,13,13,57,1,1
45,2022,5,13,13,57,1,1
79,2022,5,13,14,0,1,1
40,2022,5,13,14,1,1,1
3,2022,5,13,14,1,1,1
9,2022,5,13,14,6,1,1
41,2022,5,13,14,7,1,2
53,2022,5,13,14,9,1,2
92,2022,5,13,14,9,1,2
77,2022,5,13,14,10,1,1
6,2022,5,13,14,12,1,2
73,2022,5,13,14,12,1,2
18,2022,5,13,14,12,1,1
88,2022,5,13,14,13,1,1
46,2022,5,13,14,16,1,1
35,2022,5,13,14,30,1,1
34,2022,5,13,14,40,1,1
32,2022,5,13,14,44,1,1
72,2022,5,13,14,52,1,1
55,2022,5,13,14,59,1,1
56,2022,5,13,15,4,1,1
16,2022,5,13,15,4,1,2
33,2022,5,13,15,9,1,1
31,2022,5,13,15,10,1,1
87,2022,5,13,15,12,1,1
57,2022,5,13,15,25,1,1
17,2022,5,13,15,28,1,1
39,2022,5,13,16,50,1,1
89,2022,5,13,16,55,1,2
38,2022,5,13,16,59,1,2
24,2022,5,13,17,50,1,2
71,2022,5,13,17,56,1,2
12,2022,5,13,18,7,1,2
15,2022,5,13,19,11,1,2
8,2022,5,13,19,38,1,1
70,2022,5,13,19,44,1,1
91,2022,5,13,19,50,1,1
3,2022,5,13,19,54,1,2
26,2022,5,13,19,55,1,2
63,2022,5,13,19,55,1,1
86,2022,5,13,19,58,1,1
66,2022,5,13,19,59,1,1
83,2022,5,13,19,59,1,2
49,2022,5,13,20,0,1,1
76,2022,5,13,20,0,1,1
85,2022,5,13,20,0,1,1
50,2022,5,13,20,1,1,1
75,2022,5,13,20,2,1,1
48,2022,5,13,20,2,1,1
93,2022,5,13,20,6,1,2
59,2022,5,13,20,6,1,2
18,2022,5,13,20,7,1,2
77,2022,5,13,20,8,1,2
37,2022,5,13,20,11,1,2
43,2022,5,13,20,22,1,2
9,2022,5,13,20,23,1,2
57,2022,5,13,20,23,1,2
78,2022,5,13,20,25,1,2
42,2022,5,13,20,25,1,2
45,2022,5,13,20,25,1,2
46,2022,5,13,20,25,1,2
88,2022,5,13,20,32,1,2
81,2022,5,13,20,38,1,2
72,2022,5,13,20,39,1,2
62,2022,5,13,20,45,1,1
55,2022,5,13,20,48,1,1
21,2022,5,13,20,52,1,1
69,2022,5,13,20,53,1,2
29,2022,5,13,20,55,1,2
17,2022,5,13,21,9,1,2
65,2022,5,13,21,10,1,2
28,2022,5,13,21,10,1,2
34,2022,5,13,21,27,1,2
31,2022,5,13,21,27,1,2
20,2022,5,13,21,31,1,2
14,2022,5,13,21,31,1,2
87,2022,5,13,21,38,1,2
35,2022,5,13,21,40,1,2
33,2022,5,13,21,42,1,2
32,2022,5,13,21,44,1,2
22,2022,5,13,22,20,1,2
13,2022,5,13,22,47,1,2
27,2022,5,13,22,55,1,2
68,2022,5,13,23,25,1,2
82,2022,5,14,7,44,1,2
92,2022,5,14,7,53,1,1
23,2022,5,14,7,54,1,1
44,2022,5,14,7,56,1,1
53,2022,5,14,7,58,1,1
50,2022,5,14,7,59,1,2
86,2022,5,14,8,0,1,2
8,2022,5,14,8,4,1,2
51,2022,5,14,8,4,1,1
67,2022,5,14,8,4,1,1
40,2022,5,14,8,4,1,1
68,2022,5,14,8,6,1,1
73,2022,5,14,8,8,1,1
85,2022,5,14,8,8,1,2
59,2022,5,14,8,10,1,1
75,2022,5,14,8,12,1,2
48,2022,5,14,8,14,1,2
91,2022,5,14,8,17,1,2
49,2022,5,14,8,18,1,2
58,2022,5,14,8,18,1,1
93,2022,5,14,8,19,1,1
60,2022,5,14,8,24,1,2
66,2022,5,14,8,24,1,2
41,2022,5,14,8,39,1,1
65,2022,5,14,8,45,1,2
56,2022,5,14,8,47,1,2
76,2022,5,14,8,51,1,2
89,2022,5,14,8,54,1,1
62,2022,5,14,8,58,1,2
28,2022,5,14,8,59,1,1
6,2022,5,14,9,1,1,1
69,2022,5,14,9,6,1,1
81,2022,5,14,9,26,1,1
20,2022,5,14,9,31,1,1
21,2022,5,14,9,32,1,2
21,2022,5,14,9,33,1,2
14,2022,5,14,9,38,1,1
24,2022,5,14,9,56,1,1
27,2022,5,14,9,57,1,1
12,2022,5,14,10,24,1,2
29,2022,5,14,10,24,1,2
15,2022,5,14,10,33,1,1
13,2022,5,14,10,45,1,1
26,2022,5,14,11,13,1,1
71,2022,5,14,11,17,1,1
2,2022,5,14,11,55,1,1
77,2022,5,14,13,36,1,1
74,2022,5,14,13,39,1,1
82,2022,5,14,13,44,1,1
67,2022,5,14,13,51,1,2
3,2022,5,14,13,59,1,1
78,2022,5,14,13,59,1,1
42,2022,5,14,14,2,1,1
45,2022,5,14,14,2,1,1
43,2022,5,14,14,2,1,1
79,2022,5,14,14,4,1,1
88,2022,5,14,14,6,1,1
44,2022,5,14,14,7,1,2
9,2022,5,14,14,7,1,1
72,2022,5,14,14,8,1,1
6,2022,5,14,14,14,1,2
18,2022,5,14,14,14,1,1
24,2022,5,14,14,20,1,2
53,2022,5,14,14,21,1,2
73,2022,5,14,14,21,1,2
37,2022,5,14,14,22,1,1
60,2022,5,14,14,27,1,1
35,2022,5,14,14,30,1,1
58,2022,5,14,14,36,1,1
92,2022,5,14,14,38,1,1
23,2022,5,14,14,53,1,2
41,2022,5,14,14,56,1,2
34,2022,5,14,14,59,1,1
55,2022,5,14,14,59,1,1
56,2022,5,14,15,3,1,1
33,2022,5,14,15,9,1,1
31,2022,5,14,15,10,1,1
32,2022,5,14,15,27,1,1
17,2022,5,14,15,28,1,1
57,2022,5,14,15,38,1,1
87,2022,5,14,15,41,1,1
25,2022,5,14,15,55,1,1
39,2022,5,14,16,30,1,1
77,2022,5,14,17,45,1,2
89,2022,5,14,17,52,1,2
71,2022,5,14,17,57,1,2
12,2022,5,14,18,21,1,2
52,2022,5,14,19,51,1,1
91,2022,5,14,19,52,1,1
15,2022,5,14,19,53,1,2
74,2022,5,14,19,53,1,2
26,2022,5,14,19,54,1,2
85,2022,5,14,19,56,1,1
76,2022,5,14,19,57,1,1
68,2022,5,14,20,0,1,2
86,2022,5,14,20,1,1,1
70,2022,5,14,20,3,1,1
18,2022,5,14,20,3,1,2
48,2022,5,14,20,4,1,1
93,2022,5,14,20,4,1,2
66,2022,5,14,20,7,1,1
37,2022,5,14,20,7,1,2
59,2022,5,14,20,9,1,2
43,2022,5,14,20,10,1,2
40,2022,5,14,20,10,1,1
50,2022,5,14,20,11,1,1
11,2022,5,14,20,12,1,1
7,2022,5,14,20,12,1,1
51,2022,5,14,20,14,1,2
9,2022,5,14,20,15,1,2
45,2022,5,14,20,18,1,2
42,2022,5,14,20,19,1,2
88,2022,5,14,20,19,1,2
78,2022,5,14,20,34,1,2
33,2022,5,14,20,52,1,2
55,2022,5,14,20,55,1,2
31,2022,5,14,20,56,1,2
35,2022,5,14,20,56,1,2
69,2022,5,14,20,56,1,2
87,2022,5,14,20,56,1,2
72,2022,5,14,20,59,1,2
65,2022,5,14,20,59,1,2
28,2022,5,14,21,0,1,2
81,2022,5,14,21,1,1,2
62,2022,5,14,21,1,1,1
20,2022,5,14,21,9,1,2
17,2022,5,14,21,26,1,2
22,2022,5,14,22,4,1,2
13,2022,5,14,22,12,1,2
27,2022,5,14,22,57,1,2
59,2022,5,15,7,40,1,1
82,2022,5,15,7,40,1,2
52,2022,5,15,7,53,1,2
44,2022,5,15,7,53,1,1
53,2022,5,15,7,58,1,1
83,2022,5,15,7,59,1,1
45,2022,5,15,8,1,1,1
51,2022,5,15,8,4,1,1
91,2022,5,15,8,4,1,2
73,2022,5,15,8,5,1,1
50,2022,5,15,8,6,1,2
11,2022,5,15,8,7,1,2
85,2022,5,15,8,8,1,2
11,2022,5,15,8,9,1,1
86,2022,5,15,8,12,1,2
48,2022,5,15,8,12,1,2
66,2022,5,15,8,34,1,2
40,2022,5,15,8,37,1,2
76,2022,5,15,8,55,1,2
28,2022,5,15,8,59,1,1
62,2022,5,15,9,8,1,2
7,2022,5,15,9,9,1,2
44,2022,5,15,13,9,1,2
43,2022,5,15,13,50,1,1
42,2022,5,15,13,55,1,1
40,2022,5,15,14,5,1,1
51,2022,5,15,14,8,1,2
45,2022,5,15,14,29,1,2
70,2022,5,15,19,43,1,1
8,2022,5,15,19,44,1,1
91,2022,5,15,19,49,1,1
82,2022,5,15,19,56,1,2
83,2022,5,15,19,56,1,2
52,2022,5,15,19,57,1,1
59,2022,5,15,19,58,1,2
75,2022,5,15,20,0,1,1
50,2022,5,15,20,0,1,1
85,2022,5,15,20,0,1,1
49,2022,5,15,20,4,1,1
73,2022,5,15,20,5,1,2
86,2022,5,15,20,5,1,1
46,2022,5,15,20,8,1,2
48,2022,5,15,20,14,1,1
11,2022,5,15,20,17,1,2
42,2022,5,15,20,17,1,2
43,2022,5,15,20,18,1,2
21,2022,5,15,20,55,1,1
39,2022,5,15,21,14,1,1
28,2022,5,15,21,17,1,2
38,2022,5,15,21,21,1,2
82,2022,5,16,7,45,1,2
23,2022,5,16,7,55,1,1
52,2022,5,16,7,56,1,2
41,2022,5,16,7,59,1,1
44,2022,5,16,7,59,1,1
58,2022,5,16,8,1,1,1
53,2022,5,16,8,2,1,1
8,2022,5,16,8,3,1,2
67,2022,5,16,8,6,1,1
68,2022,5,16,8,6,1,1
50,2022,5,16,8,7,1,2
83,2022,5,16,8,7,1,1
60,2022,5,16,8,8,1,1
93,2022,5,16,8,10,1,2
91,2022,5,16,8,10,1,2
59,2022,5,16,8,12,1,1
85,2022,5,16,8,12,1,2
48,2022,5,16,8,13,1,2
47,2022,5,16,8,14,1,1
73,2022,5,16,8,14,1,1
86,2022,5,16,8,21,1,2
75,2022,5,16,8,22,1,2
40,2022,5,16,8,39,1,2
51,2022,5,16,8,41,1,1
89,2022,5,16,8,48,1,1
65,2022,5,16,8,50,1,1
56,2022,5,16,8,53,1,1
28,2022,5,16,8,57,1,1
81,2022,5,16,9,5,1,2
64,2022,5,16,9,5,1,1
14,2022,5,16,9,6,1,1
21,2022,5,16,9,12,1,2
69,2022,5,16,9,15,1,2
6,2022,5,16,9,16,1,1
20,2022,5,16,9,21,1,1
27,2022,5,16,9,45,1,1
70,2022,5,16,10,7,1,2
63,2022,5,16,10,15,1,2
24,2022,5,16,10,24,1,1
26,2022,5,16,10,32,1,1
16,2022,5,16,10,39,1,2
29,2022,5,16,10,42,1,2
38,2022,5,16,11,3,1,1
15,2022,5,16,11,11,1,1
2,2022,5,16,11,15,1,1
12,2022,5,16,11,16,1,1
71,2022,5,16,11,32,1,1
13,2022,5,16,12,33,1,1
74,2022,5,16,13,28,1,1
44,2022,5,16,13,49,1,2
43,2022,5,16,13,56,1,1
60,2022,5,16,13,56,1,1
67,2022,5,16,13,58,1,2
3,2022,5,16,13,58,1,2
78,2022,5,16,14,0,1,1
42,2022,5,16,14,0,1,1
45,2022,5,16,14,1,1,1
9,2022,5,16,14,4,1,1
18,2022,5,16,14,5,1,1
88,2022,5,16,14,6,1,1
40,2022,5,16,14,7,1,1
53,2022,5,16,14,11,1,2
6,2022,5,16,14,11,1,2
46,2022,5,16,14,13,1,1
35,2022,5,16,14,13,1,1
37,2022,5,16,14,15,1,1
58,2022,5,16,14,16,1,1
73,2022,5,16,14,16,1,1
41,2022,5,16,14,18,1,2
34,2022,5,16,14,28,1,1
47,2022,5,16,14,30,1,2
22,2022,5,16,14,36,1,1
72,2022,5,16,14,51,1,1
23,2022,5,16,14,57,1,2
55,2022,5,16,14,58,1,2
16,2022,5,16,15,0,1,2
56,2022,5,16,15,3,1,2
32,2022,5,16,15,9,1,2
33,2022,5,16,15,14,1,2
31,2022,5,16,15,15,1,1
87,2022,5,16,15,54,1,1
39,2022,5,16,16,39,1,1
38,2022,5,16,17,7,1,2
89,2022,5,16,17,9,1,2
24,2022,5,16,17,48,1,2
12,2022,5,16,18,30,1,2
71,2022,5,16,19,25,1,2
74,2022,5,16,19,49,1,2
52,2022,5,16,19,52,1,1
26,2022,5,16,19,53,1,2
76,2022,5,16,19,57,1,1
86,2022,5,16,19,57,1,1
70,2022,5,16,19,58,1,2
85,2022,5,16,19,58,1,1
75,2022,5,16,19,59,1,1
48,2022,5,16,20,0,1,1
49,2022,5,16,20,0,1,1
91,2022,5,16,20,4,1,1
93,2022,5,16,20,4,1,2
83,2022,5,16,20,5,1,2
50,2022,5,16,20,5,1,1
37,2022,5,16,20,6,1,2
61,2022,5,16,20,6,1,1
15,2022,5,16,20,9,1,2
11,2022,5,16,20,11,1,1
57,2022,5,16,20,15,1,1
7,2022,5,16,20,16,1,1
9,2022,5,16,20,20,1,2
66,2022,5,16,20,21,1,1
78,2022,5,16,20,25,1,2
45,2022,5,16,20,25,1,2
42,2022,5,16,20,25,1,2
46,2022,5,16,20,26,1,2
43,2022,5,16,20,29,1,2
51,2022,5,16,20,32,1,2
21,2022,5,16,20,42,1,1
62,2022,5,16,20,47,1,1
64,2022,5,16,20,52,1,2
81,2022,5,16,20,52,1,2
55,2022,5,16,20,54,1,2
72,2022,5,16,20,56,1,2
29,2022,5,16,20,57,1,2
88,2022,5,16,20,59,1,2
69,2022,5,16,21,0,1,2
28,2022,5,16,21,0,1,2
34,2022,5,16,21,8,1,2
18,2022,5,16,21,12,1,2
35,2022,5,16,21,18,1,2
32,2022,5,16,21,27,1,2
20,2022,5,16,21,30,1,2
14,2022,5,16,21,31,1,2
31,2022,5,16,21,31,1,2
87,2022,5,16,21,33,1,2
33,2022,5,16,21,33,1,2
22,2022,5,16,21,59,1,2
13,2022,5,16,22,17,1,2
27,2022,5,16,22,53,1,2
68,2022,5,16,23,37,1,2
82,2022,5,17,7,42,1,2
52,2022,5,17,7,56,1,2
59,2022,5,17,7,56,1,1
83,2022,5,17,7,57,1,1
23,2022,5,17,7,57,1,1
41,2022,5,17,7,57,1,1
51,2022,5,17,7,57,1,1
44,2022,5,17,7,59,1,2
93,2022,5,17,8,4,1,1
50,2022,5,17,8,5,1,2
67,2022,5,17,8,5,1,1
68,2022,5,17,8,6,1,1
86,2022,5,17,8,7,1,2
53,2022,5,17,8,8,1,1
91,2022,5,17,8,8,1,2
7,2022,5,17,8,10,1,2
